,Cost Center,Employee ID,Payroll Code,Hiring Period,FT-PT Status
86769,BJZ,E125668,ATW,SEP,PT
86770,ACJ,I651575,BTW,AUG,PT
86771,AOO,O250435,ADM,JUN,PT
86772,ULO,A663336,ATW,DEC,PT
86773,ESX,C194766,BTW,JAN,PT
86774,LNX,O275049,ATW,MAR,FT
86775,ACJ,D612940,BTW,AUG,PT
86776,BJZ,H596387,ATW,DEC,FT
86777,BJZ,F343770,ATW,FEB,PT
86778,ESO,H201817,BTW,JUL,PT
86779,ESX,V200047,ADM,AUG,PT
86780,CLD,P315658,BTW,NOV,PT
86781,NLG,E690048,BTW,FEB,PT
86782,AHS,C053919,ADM,FEB,PT
86783,DOI,U688748,ATW,JUN,PT
86784,QCU,I218571,ADM,MAR,PT
86785,ULO,K773923,ADM,JUN,PT
86786,CLD,Z283427,BTW,MAY,FT
86787,OZG,S358929,ATW,DEC,FT
86788,YTE,A113742,ATW,JUN,FT
86789,BJZ,K481427,ADM,OCT,FT
86790,ACJ,Q590044,ATW,JAN,PT
86791,ESX,H078966,BTW,OCT,PT
86792,QCU,M444023,BTW,SEP,PT
86793,BJZ,B324277,ATW,APR,FT
86794,CLD,C055997,ATW,JAN,FT
86795,QCU,F677060,BTW,SEP,PT
86796,BJZ,Z798267,ADM,DEC,PT
86797,CLD,V232291,BTW,DEC,PT
86798,AOO,K438518,BTW,NOV,FT
86799,NLG,F735156,ATW,JAN,PT
86800,BJZ,J712063,BTW,MAR,PT
86801,ESO,J060562,BTW,JAN,FT
86802,ESX,D499098,BTW,MAY,PT
86803,ESO,P508882,ATW,AUG,PT
86804,LNX,D756064,ATW,JUN,FT
86805,ESO,I891882,BTW,APR,PT
86806,LNX,W059541,ATW,FEB,PT
86807,CLD,R386592,ADM,JUL,FT
86808,AOO,K665201,ATW,FEB,PT
86809,OZG,M657900,BTW,MAY,PT
86810,GDP,D253271,ATW,OCT,PT
86811,NLG,E362121,BTW,FEB,FT
86812,BJZ,J761424,ADM,AUG,PT
86813,CLD,O819990,BTW,AUG,PT
86814,BJZ,Z230801,ATW,MAR,PT
86815,BJZ,V624677,BTW,APR,PT
86816,QCU,Q501828,BTW,SEP,PT
86817,BJZ,W883794,ATW,NOV,PT
86818,NLG,A930001,ADM,JAN,PT
86819,DOI,O552964,ATW,AUG,PT
86820,OZG,E526179,BTW,SEP,PT
86821,AHS,K946196,BTW,DEC,PT
86822,NLG,K727130,ATW,NOV,FT
86823,ULO,W523532,ATW,APR,FT
86824,LNX,Q206919,ATW,MAR,PT
86825,BJZ,E220504,BTW,OCT,FT
86826,CLD,Q242049,BTW,APR,PT
86827,BJZ,K295905,BTW,MAY,FT
86828,ESO,J632402,BTW,AUG,PT
86829,DOI,U320512,ATW,DEC,PT
86830,ESX,P161250,ATW,JAN,PT
86831,QCU,V340829,BTW,APR,PT
86832,YTE,X801348,BTW,OCT,FT
86833,AHS,W413049,BTW,JAN,PT
86834,AOO,M766757,ADM,DEC,PT
86835,GDP,U097741,ATW,JUN,PT
86836,AOO,U447047,BTW,FEB,PT
86837,LNX,S250579,ATW,DEC,PT
86838,DOI,I981243,ATW,DEC,PT
86839,YTE,D313802,BTW,FEB,PT
86840,AOO,F605144,BTW,OCT,PT
86841,QCU,S597710,ATW,OCT,PT
86842,BJZ,H285678,BTW,MAY,PT
86843,AOO,H488816,BTW,FEB,PT
86844,YTE,D768392,BTW,NOV,PT
86845,CLD,Y203873,ATW,JAN,FT
86846,AHS,R454910,BTW,APR,PT
86847,AHS,P429794,ATW,APR,PT
86848,DOI,J096696,BTW,DEC,PT
86849,DOI,S560895,ATW,JUN,PT
86850,AHS,N174982,BTW,JUL,PT
86851,YTE,K864376,BTW,JUL,PT
86852,ESO,E250955,BTW,AUG,PT
86853,OZG,P752055,BTW,AUG,PT
86854,AOO,I752393,ATW,MAY,FT
86855,AOO,H496528,BTW,FEB,FT
86856,YTE,A831651,BTW,OCT,PT
86857,ULO,C265040,ATW,FEB,PT
86858,AOO,D379086,BTW,OCT,PT
86859,ULO,K622809,ADM,JUL,PT
86860,YTE,U984377,ATW,AUG,FT
86861,NLG,A964396,BTW,NOV,PT
86862,ESX,O119396,BTW,MAY,PT
86863,AOO,H052863,BTW,JUL,PT
86864,ACJ,B624177,ATW,MAY,PT
86865,AHS,Y333770,ATW,APR,FT
86866,AHS,Z981875,ATW,APR,FT
86867,YTE,Z667361,ADM,APR,PT
86868,ULO,B040296,ATW,FEB,PT
86869,ULO,L807502,BTW,OCT,PT
86870,AHS,A437365,BTW,JUL,PT
86871,ULO,V316268,BTW,OCT,PT
86872,NLG,B363886,BTW,MAR,PT
86873,AHS,I468206,BTW,JUN,PT
86874,NLG,D931948,ADM,NOV,PT
86875,AHS,A802592,ATW,JAN,PT
86876,DOI,I138985,ATW,JUL,PT
86877,ESO,N420808,ADM,FEB,PT
86878,CLD,Q140546,ATW,JAN,FT
86879,GDP,U077337,ATW,JUN,PT
86880,QCU,R742162,BTW,DEC,PT
86881,AHS,D226162,BTW,MAR,PT
86882,DOI,A140339,ATW,JAN,PT
86883,AOO,F617429,BTW,JAN,PT
86884,ESX,T751052,ATW,JAN,PT
86885,LNX,N010576,BTW,APR,PT
86886,DHU,B365516,BTW,MAR,PT
86887,ESX,P169263,ATW,MAY,PT
86888,ACJ,M112626,BTW,JUL,PT
86889,AHS,Z638709,BTW,FEB,PT
86890,GDP,X625597,ATW,MAR,PT
86891,CLD,P370544,ADM,MAR,PT
86892,ESO,K305548,BTW,JUN,PT
86893,YTE,J796484,ATW,FEB,FT
86894,LNX,W337180,BTW,JUN,FT
86895,GDP,K653605,ATW,DEC,FT
86896,ULO,N439959,ATW,OCT,PT
86897,ULO,Y944939,BTW,MAY,FT
86898,YTE,L514600,BTW,OCT,PT
86899,ESO,O996052,ATW,NOV,FT
86900,DOI,T427914,BTW,AUG,PT
86901,DHU,D730395,BTW,JAN,PT
86902,AOO,S601431,ATW,NOV,FT
86903,LNX,U909840,ATW,MAR,PT
86904,GDP,V589425,ADM,JUL,FT
86905,YTE,W351333,BTW,AUG,PT
86906,BJZ,U398105,ATW,DEC,PT
86907,AOO,U962018,ATW,SEP,FT
86908,AOO,C063284,BTW,SEP,PT
86909,AHS,C396728,BTW,APR,PT
86910,DOI,B597924,BTW,OCT,FT
86911,BJZ,V824522,ATW,MAY,PT
86912,ULO,I424338,ATW,NOV,FT
86913,AHS,Z666454,ATW,NOV,PT
86914,OZG,Y398991,ATW,APR,PT
86915,NLG,D013098,ATW,AUG,FT
86916,DOI,D278354,ATW,JUN,PT
86917,YTE,S044741,BTW,NOV,PT
86918,DOI,O545590,BTW,OCT,FT
86919,YTE,F192906,ATW,NOV,FT
86920,OZG,W257554,BTW,FEB,FT
86921,ESX,E701941,BTW,FEB,PT
86922,LNX,M249721,ATW,OCT,PT
86923,BJZ,D505751,ATW,DEC,PT
86924,QCU,Y759745,BTW,SEP,FT
86925,LNX,K370939,ATW,JUL,PT
86926,BJZ,X012498,ATW,APR,PT
86927,DHU,W687142,ATW,MAY,PT
86928,LNX,C218511,ATW,MAR,PT
86929,ACJ,N405866,ATW,JUL,PT
86930,LNX,H491007,BTW,JAN,PT
86931,DOI,F013073,BTW,JUL,FT
86932,ESX,Y981110,ATW,JUL,PT
86933,ACJ,N953836,BTW,SEP,PT
86934,GDP,A694757,ATW,MAY,FT
86935,AHS,J934739,BTW,JAN,PT
86936,DHU,T726789,BTW,FEB,PT
86937,ULO,J198103,ATW,MAY,PT
86938,QCU,L600582,ATW,MAR,PT
86939,CLD,K965497,ATW,DEC,FT
86940,OZG,Z801621,ADM,JUL,PT
86941,AOO,Q982003,BTW,DEC,FT
86942,AHS,C729792,ATW,JUL,PT
86943,YTE,J580903,BTW,APR,PT
86944,AOO,A064957,ATW,NOV,PT
86945,ESO,V343903,ATW,NOV,PT
86946,CLD,G680852,BTW,MAR,PT
86947,OZG,I827774,ADM,NOV,PT
86948,ESO,X002230,ATW,AUG,FT
86949,LNX,A465774,BTW,OCT,FT
86950,AHS,A104320,BTW,NOV,PT
86951,QCU,F731185,ATW,JAN,PT
86952,DHU,N282271,BTW,MAY,PT
86953,ESO,C703045,ATW,APR,PT
86954,ESX,G437162,BTW,JUN,PT
86955,BJZ,I257775,BTW,SEP,PT
86956,BJZ,Q970835,ADM,OCT,PT
86957,YTE,A682890,ATW,JUL,FT
86958,DOI,F020009,ATW,JUL,PT
86959,DOI,M390559,BTW,NOV,PT
86960,ESX,E943978,ATW,NOV,FT
86961,ULO,Z687968,BTW,JUL,PT
86962,DHU,S369957,ATW,SEP,PT
86963,DOI,W527785,ATW,AUG,PT
86964,QCU,I391894,BTW,JUN,PT
86965,ULO,K994798,BTW,DEC,FT
86966,DHU,N449131,ADM,MAY,FT
86967,BJZ,V099027,ATW,FEB,PT
86968,ESO,J592542,ATW,MAY,PT
86969,DOI,G343666,ATW,DEC,PT
86970,ULO,H484062,ADM,DEC,FT
86971,QCU,S967934,BTW,DEC,PT
86972,DHU,K316694,BTW,AUG,PT
86973,AHS,J658207,BTW,FEB,PT
86974,NLG,L875846,ATW,JUL,PT
86975,DOI,E586729,ATW,JUN,PT
86976,NLG,K345170,BTW,JAN,PT
86977,BJZ,L901430,BTW,JUL,FT
86978,AOO,H070731,ATW,APR,PT
86979,OZG,K520975,BTW,FEB,PT
86980,YTE,T582423,BTW,MAR,PT
86981,DOI,R288791,ATW,MAY,PT
86982,DHU,C863563,BTW,SEP,PT
86983,GDP,H115532,ATW,MAY,PT
86984,ULO,Q893933,BTW,MAR,FT
86985,LNX,T855492,BTW,JUN,PT
86986,DOI,C886695,BTW,AUG,PT
86987,CLD,W924442,ADM,MAR,PT
86988,BJZ,A788678,ATW,MAR,FT
86989,AOO,J199176,BTW,APR,PT
86990,AHS,X088847,ADM,JUL,PT
86991,CLD,H098295,ATW,JAN,PT
86992,NLG,W432181,BTW,JAN,FT
86993,AHS,T418517,BTW,APR,PT
86994,AOO,S402126,ATW,APR,PT
86995,QCU,K239532,BTW,AUG,PT
86996,ACJ,B269709,ADM,APR,FT
86997,NLG,C209129,BTW,DEC,FT
86998,BJZ,E725596,BTW,JUL,PT
86999,QCU,P276496,ADM,DEC,PT
87000,CLD,Z159886,BTW,SEP,PT
87001,DHU,Q134406,ATW,OCT,FT
87002,ULO,J180865,BTW,OCT,PT
87003,ULO,W079891,ATW,JUN,FT
87004,LNX,U833844,ATW,MAR,PT
87005,DHU,G553581,ATW,JUN,FT
87006,LNX,U932119,ADM,SEP,FT
87007,OZG,F912113,ADM,NOV,PT
87008,ESX,Z098701,ATW,MAY,PT
87009,AOO,N096497,ATW,NOV,FT
87010,ESO,F256029,BTW,NOV,PT
87011,ESX,D112743,ATW,JAN,FT
87012,NLG,H836671,BTW,MAY,FT
87013,GDP,C312944,ATW,DEC,PT
87014,GDP,F410162,ATW,OCT,FT
87015,ULO,M865013,BTW,FEB,FT
87016,AHS,N367241,ATW,SEP,PT
87017,NLG,I938064,ATW,JUN,PT
87018,AOO,J213148,ADM,NOV,PT
87019,QCU,D364379,BTW,NOV,PT
87020,GDP,P249639,ADM,MAY,PT
87021,ESX,Y194059,ATW,SEP,PT
87022,ULO,Y585461,ATW,FEB,FT
87023,AHS,U597114,ADM,JAN,PT
87024,ESX,R135783,BTW,SEP,FT
87025,AOO,P407558,ATW,NOV,PT
87026,DOI,C886047,BTW,NOV,PT
87027,CLD,G642779,BTW,JUL,PT
87028,NLG,F197766,ATW,MAR,PT
87029,QCU,U297151,BTW,NOV,PT
87030,YTE,O446720,BTW,MAY,FT
87031,QCU,K784533,BTW,AUG,PT
87032,DHU,W230435,ATW,DEC,PT
87033,BJZ,A728705,ATW,OCT,PT
87034,CLD,S886577,BTW,DEC,PT
87035,AOO,X506263,BTW,FEB,PT
87036,AOO,R089325,ATW,JAN,PT
87037,AOO,R397515,ATW,AUG,FT
87038,ULO,M018379,BTW,APR,PT
87039,GDP,H493353,ATW,NOV,PT
87040,ESX,A059519,BTW,FEB,FT
87041,GDP,W242482,ADM,APR,FT
87042,BJZ,B076854,BTW,MAY,FT
87043,ESX,E653373,BTW,NOV,FT
87044,AHS,G169911,ATW,APR,FT
87045,ESO,O158176,BTW,JUL,PT
87046,ACJ,J946156,ADM,SEP,PT
87047,DOI,L371714,BTW,SEP,PT
87048,OZG,R299254,ATW,JUL,FT
87049,ESX,G588774,BTW,NOV,PT
87050,AHS,F836848,ATW,APR,PT
87051,ESO,P679555,BTW,SEP,PT
87052,NLG,G120515,ATW,SEP,PT
87053,DHU,K515064,BTW,FEB,PT
87054,CLD,A367774,BTW,MAY,FT
87055,OZG,G634342,BTW,JAN,FT
87056,CLD,T281434,ATW,OCT,PT
87057,AOO,F903539,ATW,DEC,PT
87058,CLD,E878328,ATW,SEP,PT
87059,DOI,G821062,ADM,APR,PT
87060,LNX,U062724,ATW,JUL,PT
87061,ULO,J258205,ATW,APR,FT
87062,ACJ,P485715,BTW,DEC,FT
87063,AOO,K631419,BTW,JAN,PT
87064,AHS,P225061,BTW,FEB,PT
87065,ULO,M646702,ATW,MAR,FT
87066,ESX,X028891,ADM,JUN,FT
87067,QCU,Y907535,ATW,MAY,PT
87068,GDP,I514848,ATW,OCT,PT
87069,CLD,D516710,BTW,NOV,FT
87070,BJZ,I745593,ATW,AUG,PT
87071,GDP,Y544819,BTW,SEP,FT
87072,QCU,C266525,ATW,MAR,PT
87073,ESX,J445100,ADM,SEP,PT
87074,ULO,M902901,BTW,MAY,FT
87075,AHS,N845372,BTW,APR,PT
87076,QCU,N207264,BTW,NOV,PT
87077,QCU,T960725,ADM,JAN,PT
87078,CLD,M879288,ATW,JUN,PT
87079,GDP,Q311983,ADM,OCT,FT
87080,QCU,Y506527,ATW,SEP,PT
87081,DHU,I528529,ATW,MAR,FT
87082,OZG,I980228,ATW,MAY,PT
87083,ULO,X570351,BTW,JAN,FT
87084,YTE,H313899,BTW,JUN,PT
87085,AOO,D318621,ATW,AUG,PT
87086,ACJ,A846264,ADM,MAY,PT
87087,ESO,I165277,ATW,NOV,FT
87088,AOO,J415556,BTW,APR,PT
87089,ACJ,U291785,BTW,JAN,PT
87090,ACJ,K144031,ATW,MAY,PT
87091,AOO,O709821,BTW,NOV,PT
87092,QCU,D316156,ATW,JUL,PT
87093,QCU,J480785,BTW,MAY,PT
87094,ESO,M482076,ATW,MAR,FT
87095,CLD,V603283,ATW,DEC,FT
87096,QCU,B679693,ATW,JAN,PT
87097,ACJ,C535859,ATW,JAN,PT
87098,ESX,R788883,BTW,FEB,FT
87099,AHS,O893730,BTW,MAY,PT
87100,DOI,Z797785,ATW,APR,PT
87101,DHU,R687604,BTW,FEB,FT
87102,ESO,U368320,ATW,DEC,PT
87103,BJZ,Z357564,ATW,APR,PT
87104,DHU,V002021,ATW,NOV,PT
87105,YTE,U527767,ATW,AUG,PT
87106,CLD,R285298,BTW,FEB,PT
87107,ACJ,V190163,BTW,MAR,PT
87108,ESO,G907845,ADM,JAN,FT
87109,ESO,E795112,ATW,MAY,PT
87110,QCU,J666193,BTW,APR,FT
87111,CLD,E281475,BTW,JUN,PT
87112,YTE,T878861,BTW,MAR,PT
87113,ACJ,W456100,ATW,AUG,PT
87114,BJZ,V980996,ATW,JAN,PT
87115,ESO,V547637,ADM,AUG,FT
87116,ESX,Z676312,ATW,JUN,PT
87117,ULO,O932545,ATW,NOV,FT
87118,LNX,T706273,BTW,JUL,PT
87119,ESX,I929792,ATW,NOV,PT
87120,DOI,W916389,ATW,AUG,PT
87121,OZG,O874886,ATW,NOV,PT
87122,GDP,M261378,ADM,FEB,PT
87123,NLG,F019017,BTW,APR,PT
87124,NLG,R132859,BTW,NOV,PT
87125,BJZ,L109275,ATW,JAN,PT
87126,NLG,Z735901,BTW,DEC,FT
87127,CLD,O003477,ATW,MAR,PT
87128,ULO,B773554,ATW,NOV,PT
87129,ACJ,W484549,BTW,DEC,PT
87130,QCU,B320576,ATW,NOV,FT
87131,LNX,C520024,ATW,SEP,FT
87132,AHS,V920711,BTW,DEC,PT
87133,NLG,D822182,BTW,MAR,FT
87134,ULO,D786566,ATW,MAY,PT
87135,NLG,L735747,BTW,MAY,FT
87136,NLG,D358085,BTW,DEC,PT
87137,DOI,H104413,ATW,AUG,FT
87138,ACJ,L763310,ATW,MAR,PT
87139,QCU,S229986,ATW,FEB,FT
87140,BJZ,J788563,ATW,DEC,FT
87141,LNX,B487363,ATW,OCT,PT
87142,ULO,N134407,ATW,JAN,PT
87143,ESX,P336576,ATW,OCT,FT
87144,AOO,S332378,ATW,NOV,PT
87145,ESO,M744975,ADM,JUL,PT
87146,ESX,M354510,BTW,JUN,FT
87147,DHU,E737564,BTW,OCT,FT
87148,ESX,P822276,ATW,JUL,FT
87149,OZG,A178217,ATW,JUL,PT
87150,DHU,K698201,BTW,FEB,FT
87151,BJZ,B628568,BTW,JAN,PT
87152,DHU,F095763,ATW,DEC,FT
87153,AOO,J684992,ATW,JUL,PT
87154,ACJ,P176616,BTW,JUN,PT
87155,QCU,L738970,ATW,OCT,PT
87156,AOO,I801183,ATW,MAY,PT
87157,ACJ,T520777,BTW,MAR,PT
87158,AHS,M623715,ADM,FEB,PT
87159,GDP,I553033,ATW,AUG,PT
87160,ESX,C159345,ADM,SEP,PT
87161,ESX,K950025,BTW,MAR,PT
87162,QCU,Z898303,ADM,JAN,PT
87163,DOI,R235479,ATW,NOV,PT
87164,QCU,G188926,ATW,MAY,PT
87165,OZG,O535536,BTW,AUG,FT
87166,AOO,X509069,ADM,MAY,PT
87167,ESO,O949895,ATW,JAN,FT
87168,CLD,B994634,BTW,APR,FT
87169,QCU,P055825,ATW,MAR,PT
87170,AHS,C883768,BTW,JAN,PT
87171,ULO,J536617,BTW,JUN,PT
87172,ESX,J281998,ATW,APR,PT
87173,ULO,I278187,ADM,JAN,PT
87174,GDP,W774314,BTW,AUG,PT
87175,ACJ,V122738,ATW,JUN,PT
87176,GDP,Q434771,ATW,SEP,PT
87177,GDP,Y176291,ATW,AUG,PT
87178,DOI,W292760,ATW,JAN,FT
87179,BJZ,C974882,BTW,MAR,PT
87180,ULO,P994725,ATW,MAR,PT
87181,OZG,U444695,ATW,FEB,FT
87182,DOI,M640827,ATW,FEB,FT
87183,ACJ,U467186,BTW,MAR,PT
87184,ACJ,Y096951,BTW,JUL,PT
87185,OZG,P168293,ATW,APR,FT
87186,LNX,U323451,ATW,SEP,FT
87187,ACJ,F724888,ATW,AUG,PT
87188,YTE,J123375,ATW,DEC,FT
87189,CLD,B442773,BTW,MAY,FT
87190,ULO,I860766,BTW,DEC,PT
87191,YTE,A184661,ATW,NOV,PT
87192,ULO,I223552,BTW,MAY,PT
87193,ESX,V406356,BTW,JAN,PT
87194,NLG,J184398,ADM,NOV,PT
87195,ESO,K573031,BTW,JUL,PT
87196,DOI,C567141,BTW,JAN,FT
87197,DHU,R647254,BTW,JUL,FT
87198,DOI,C185423,BTW,DEC,PT
87199,ACJ,G885254,ATW,DEC,PT
87200,AHS,I742867,BTW,JAN,PT
87201,NLG,E976614,ADM,OCT,FT
87202,BJZ,R861195,ADM,JUL,PT
87203,CLD,M241089,BTW,AUG,PT
87204,ULO,K220634,BTW,JAN,FT
87205,ESO,A755023,ADM,JUL,PT
87206,AOO,P120414,BTW,MAY,FT
87207,OZG,A184442,BTW,MAR,PT
87208,LNX,P670216,ATW,JAN,PT
87209,GDP,G737748,BTW,AUG,PT
87210,LNX,T892963,ATW,JUL,PT
87211,ULO,S213698,ATW,FEB,FT
87212,ACJ,R438446,BTW,SEP,PT
87213,QCU,Y875902,BTW,NOV,PT
87214,DHU,P644552,BTW,OCT,PT
87215,QCU,O020215,BTW,SEP,PT
87216,ULO,J873951,ADM,JUN,PT
87217,BJZ,U674977,ADM,MAR,FT
87218,YTE,C190786,ATW,FEB,PT
87219,AOO,S785453,BTW,SEP,PT
87220,YTE,M914146,ATW,NOV,PT
87221,DOI,V640310,ATW,JUN,PT
87222,QCU,Z511896,ATW,AUG,FT
87223,OZG,T178897,BTW,APR,FT
87224,QCU,T027430,BTW,OCT,PT
87225,ULO,S134735,ATW,JUL,PT
87226,CLD,H150786,BTW,JUN,PT
87227,DOI,W181667,ATW,JUL,FT
87228,ESO,J791869,ATW,OCT,FT
87229,ESX,G142557,BTW,DEC,PT
87230,LNX,W180471,ATW,SEP,PT
87231,DOI,Y214336,BTW,NOV,FT
87232,DOI,F768841,ATW,DEC,PT
87233,ULO,I501609,ATW,FEB,PT
87234,NLG,R868995,BTW,FEB,PT
87235,ESO,F532151,BTW,MAR,PT
87236,DOI,Y059829,BTW,NOV,PT
87237,AOO,U022405,ATW,MAY,PT
87238,ESX,C938040,BTW,JAN,PT
87239,LNX,G390011,ATW,JAN,PT
87240,AOO,X221212,BTW,SEP,FT
87241,DHU,B082396,ATW,AUG,PT
87242,DOI,H979571,ATW,APR,PT
87243,GDP,T421866,ADM,JAN,FT
87244,DHU,G757152,ATW,APR,FT
87245,ESX,T394012,ATW,JUL,FT
87246,DOI,O824101,ADM,DEC,PT
87247,CLD,M940815,ATW,JAN,PT
87248,YTE,H549798,ATW,OCT,PT
87249,AHS,N356493,BTW,JAN,PT
87250,GDP,V041720,ADM,MAY,PT
87251,ULO,J274076,BTW,AUG,FT
87252,ACJ,C230454,ADM,FEB,PT
87253,ACJ,S189190,BTW,MAY,PT
87254,ULO,M426491,ADM,AUG,FT
87255,AHS,E198810,ADM,SEP,PT
87256,NLG,Q470888,BTW,OCT,PT
87257,BJZ,T166194,ATW,MAR,PT
87258,LNX,J853663,ATW,AUG,FT
87259,ACJ,N306859,BTW,SEP,FT
87260,DOI,O745805,BTW,FEB,FT
87261,BJZ,P143676,ATW,FEB,PT
87262,DOI,F290226,BTW,DEC,PT
87263,CLD,A990350,ATW,APR,PT
87264,ESX,Y486005,ATW,JUL,PT
87265,AOO,K561516,ATW,JUL,FT
87266,DHU,U585358,BTW,JAN,PT
87267,ULO,Y997253,ATW,OCT,PT
87268,ACJ,U968283,BTW,JUL,FT
87269,AOO,K473371,ATW,DEC,PT
87270,ESX,Q619786,ATW,JAN,PT
87271,LNX,B633578,BTW,DEC,PT
87272,CLD,S925326,BTW,JUN,FT
87273,YTE,Q547854,BTW,JAN,FT
87274,QCU,E956604,ATW,DEC,PT
87275,AOO,X422911,ATW,SEP,PT
87276,YTE,I840037,BTW,JUL,FT
87277,ACJ,W160138,ADM,JUL,PT
87278,CLD,B067335,ATW,FEB,PT
87279,YTE,U846234,BTW,FEB,FT
87280,YTE,G055550,ATW,AUG,PT
87281,QCU,B477081,ADM,OCT,PT
87282,AOO,P841541,BTW,MAR,FT
87283,LNX,Q175981,BTW,NOV,PT
87284,ESO,E520258,ATW,APR,FT
87285,GDP,H818106,ADM,APR,FT
87286,ESO,D110751,ATW,MAY,PT
87287,YTE,N197456,ATW,SEP,PT
87288,LNX,P731749,BTW,DEC,PT
87289,QCU,V605521,ATW,NOV,PT
87290,ESO,Z681447,BTW,NOV,PT
87291,ULO,Y318865,BTW,JUN,PT
87292,QCU,B311676,ATW,OCT,PT
87293,LNX,U542679,BTW,OCT,PT
87294,DOI,L583661,ATW,JUL,PT
87295,NLG,B949077,BTW,APR,FT
87296,OZG,L050610,ADM,MAR,PT
87297,QCU,E099736,BTW,NOV,FT
87298,CLD,T139728,ATW,APR,PT
87299,QCU,V685440,BTW,JUN,FT
87300,NLG,E711102,ATW,SEP,FT
87301,BJZ,S623081,ATW,JUN,PT
87302,GDP,C858895,BTW,DEC,FT
87303,ESO,U213126,BTW,JAN,PT
87304,ESO,Q932808,BTW,JAN,PT
87305,LNX,V648520,ATW,JUL,FT
87306,OZG,A060815,ATW,SEP,PT
87307,ULO,R060441,BTW,APR,PT
87308,DHU,L406540,BTW,NOV,PT
87309,BJZ,H579670,BTW,OCT,PT
87310,ULO,R262756,ATW,AUG,PT
87311,ULO,H764070,BTW,DEC,PT
87312,DHU,S998319,BTW,FEB,FT
87313,DHU,M448026,BTW,DEC,PT
87314,ESO,D359088,BTW,FEB,PT
87315,QCU,I096088,ATW,JAN,PT
87316,DHU,K835675,ADM,APR,PT
87317,AHS,A931705,BTW,NOV,PT
87318,DOI,Y902428,BTW,JUN,PT
87319,ESX,R540638,BTW,NOV,PT
87320,CLD,X089645,BTW,APR,FT
87321,YTE,A727369,BTW,AUG,FT
87322,AHS,C648287,BTW,FEB,PT
87323,YTE,K615640,BTW,AUG,PT
87324,QCU,D738233,ADM,JUL,FT
87325,AOO,V516327,ATW,FEB,PT
87326,DOI,U931039,ADM,JUL,FT
87327,ESX,K958337,ATW,NOV,PT
87328,DOI,P350332,ATW,MAR,PT
87329,ULO,Z632322,BTW,MAY,PT
87330,ACJ,N308998,ATW,MAR,PT
87331,CLD,W314476,ADM,MAR,PT
87332,LNX,D872392,ATW,SEP,FT
87333,YTE,X806113,ADM,SEP,PT
87334,ESX,D121834,ATW,JUN,PT
87335,DOI,V395637,BTW,AUG,FT
87336,LNX,B096688,ADM,NOV,FT
87337,ULO,Y931481,ATW,FEB,FT
87338,OZG,K508393,BTW,SEP,PT
87339,LNX,A402048,ATW,JAN,PT
87340,NLG,M248915,ATW,FEB,PT
87341,ESO,V480820,ATW,OCT,PT
87342,ESX,D824851,BTW,APR,PT
87343,AHS,V779767,ADM,FEB,PT
87344,NLG,N136023,BTW,AUG,FT
87345,ACJ,J927386,ATW,DEC,FT
87346,DOI,I354366,ATW,SEP,PT
87347,CLD,B060090,BTW,MAR,FT
87348,OZG,N015604,BTW,MAY,FT
87349,OZG,N919174,BTW,FEB,FT
87350,LNX,E207342,ATW,MAR,PT
87351,BJZ,O516388,ATW,DEC,PT
87352,LNX,Q099041,ATW,MAY,PT
87353,ESO,U409893,ATW,JAN,PT
87354,NLG,U704579,ATW,MAY,PT
87355,OZG,A220637,BTW,JUN,PT
87356,AHS,T998614,ATW,SEP,PT
87357,YTE,M894300,BTW,MAR,PT
87358,ESX,F983847,ATW,JUN,FT
87359,ESX,U189960,ADM,FEB,PT
87360,AOO,H287372,ATW,JUL,FT
87361,CLD,K126886,BTW,NOV,PT
87362,OZG,V182615,ADM,MAY,PT
87363,ESO,A388874,ATW,DEC,PT
87364,AHS,W953120,BTW,JAN,PT
87365,LNX,U429786,ADM,NOV,PT
87366,DOI,Q426307,BTW,DEC,FT
87367,AOO,R534781,ATW,JAN,PT
87368,ACJ,C615987,BTW,OCT,PT
87369,ULO,G525305,ATW,JUN,PT
87370,ESO,I826186,ATW,JAN,PT
87371,LNX,N712971,ATW,OCT,FT
87372,CLD,N500839,ATW,FEB,PT
87373,BJZ,V527429,ATW,OCT,FT
87374,QCU,Y076584,BTW,APR,FT
87375,AOO,A349896,ATW,AUG,PT
87376,ESO,R628123,BTW,MAY,FT
87377,ACJ,F703644,BTW,APR,PT
87378,NLG,N621921,ATW,OCT,PT
87379,AOO,W740609,ATW,FEB,FT
87380,YTE,Q245441,ATW,JUL,PT
87381,GDP,G753345,ATW,APR,PT
87382,ACJ,H732028,ATW,FEB,PT
87383,BJZ,T022623,ATW,JUN,PT
87384,GDP,L407115,BTW,FEB,PT
87385,BJZ,P508847,BTW,APR,PT
87386,CLD,M045701,ATW,JUL,PT
87387,DOI,K416560,ATW,MAR,FT
87388,NLG,V932903,ADM,OCT,PT
87389,GDP,G064932,ATW,JUL,PT
87390,ACJ,C959755,ATW,MAY,PT
87391,BJZ,M815516,ADM,JUN,PT
87392,QCU,I230237,BTW,JAN,PT
87393,NLG,V308390,BTW,APR,PT
87394,ACJ,F660670,BTW,JUN,PT
87395,NLG,Y439450,ATW,DEC,FT
87396,OZG,Y879497,BTW,AUG,FT
87397,BJZ,O356611,ATW,AUG,PT
87398,LNX,W725187,ATW,JAN,PT
